direction,flight_number,call_sign,status,codeshare_status,is_cargo,airline_name,airline_iata,airline_icao,aircraft_reg,aircraft_modeS,aircraft_model,aircraft_image_url,aircraft_image_web_url,aircraft_image_author,aircraft_image_title,aircraft_image_description,aircraft_image_license,aircraft_image_html_attributions,departure_airport_name,departure_airport_iata,departure_airport_icao,departure_airport_local_code,departure_airport_short_name,departure_airport_municipality_name,departure_airport_lat,departure_airport_lon,departure_airport_country_code,departure_airport_time_zone,departure_scheduled_utc,departure_scheduled_local,departure_revised_utc,departure_revised_local,departure_predicted_utc,departure_predicted_local,departure_runway_utc,departure_runway_local,departure_terminal,departure_check_in_desk,departure_gate,departure_baggage_belt,departure_runway,departure_quality,arrival_airport_name,arrival_airport_iata,arrival_airport_icao,arrival_airport_local_code,arrival_airport_short_name,arrival_airport_municipality_name,arrival_airport_lat,arrival_airport_lon,arrival_airport_country_code,arrival_airport_time_zone,arrival_scheduled_utc,arrival_scheduled_local,arrival_revised_utc,arrival_revised_local,arrival_predicted_utc,arrival_predicted_local,arrival_runway_utc,arrival_runway_local,arrival_terminal,arrival_check_in_desk,arrival_gate,arrival_baggage_belt,arrival_runway,arrival_quality
departure,FR 3491,RYR3491,Departed,IsOperator,False,Ryanair,FR,RYR,SP-RZN,48C2AD,Boeing 737 MAX 8,,,,,,,,,,,,,,,,,,2025-05-16 03:45Z,2025-05-16 05:45+02:00,2025-05-16 04:00Z,2025-05-16 06:00+02:00,,,2025-05-16 04:00Z,2025-05-16 06:00+02:00,A,,,,27,"Basic,Live",Bergamo,BGY,LIME,,,,,,,Europe/Rome,2025-05-16 05:30Z,2025-05-16 07:30+02:00,2025-05-16 05:16Z,2025-05-16 07:16+02:00,,,,,,,,,,"Basic,Live"
departure,FR 9409,RYR9409,Departed,IsOperator,False,Ryanair,FR,RYR,SP-RZE,48C2A4,Boeing 737 MAX 8,,,,,,,,,,,,,,,,,,2025-05-16 03:55Z,2025-05-16 05:55+02:00,2025-05-16 04:05Z,2025-05-16 06:05+02:00,,,2025-05-16 04:05Z,2025-05-16 06:05+02:00,A,,,,27,"Basic,Live",Pula,PUY,LDPL,,,,,,,Europe/Zagreb,2025-05-16 05:30Z,2025-05-16 07:30+02:00,,,,,,,,,,,,Basic
departure,W6 1001,WZZ5YE,Departed,IsOperator,False,Wizz Air,W6,WZZ,9H-WDL,4D2492,Airbus A321 NEO,,,,,,,,,,,,,,,,,,2025-05-16 04:05Z,2025-05-16 06:05+02:00,2025-05-16 04:14Z,2025-05-16 06:14+02:00,,,2025-05-16 04:14Z,2025-05-16 06:14+02:00,A,,,,27,"Basic,Live",London,LTN,EGGW,,,,,,,Europe/London,2025-05-16 06:30Z,2025-05-16 07:30+01:00,2025-05-16 06:30Z,2025-05-16 07:30+01:00,,,2025-05-16 06:16Z,2025-05-16 07:16+01:00,,,,2,08,"Basic,Live"
departure,W6 1091,WZZ8982,Departed,IsOperator,False,Wizz Air,W6,WZZ,HA-LYS,471F8E,Airbus A320,,,,,,,,,,,,,,,,,,2025-05-16 04:20Z,2025-05-16 06:20+02:00,2025-05-16 04:24Z,2025-05-16 06:24+02:00,,,2025-05-16 04:24Z,2025-05-16 06:24+02:00,A,,,,,"Basic,Live",Dortmund,DTM,EDLW,,,,,,,Europe/Berlin,2025-05-16 06:05Z,2025-05-16 08:05+02:00,2025-05-16 05:36Z,2025-05-16 07:36+02:00,,,,,,,,,24,"Basic,Live"
departure,W6 1011,WZZ22GU,Departed,IsOperator,False,Wizz Air,W6,WZZ,HA-LWN,471F55,Airbus A320,,,,,,,,,,,,,,,,,,2025-05-16 04:15Z,2025-05-16 06:15+02:00,2025-05-16 04:26Z,2025-05-16 06:26+02:00,,,2025-05-16 04:26Z,2025-05-16 06:26+02:00,A,,,,27,"Basic,Live",Liverpool,LPL,EGGP,,,,,,,Europe/London,2025-05-16 06:55Z,2025-05-16 07:55+01:00,2025-05-16 06:30Z,2025-05-16 07:30+01:00,,,,,,,,,,"Basic,Live"
departure,AMQ 5028,AMQ5028,Departed,IsOperator,False,AMQ,,,LZ-EAE,452119,Airbus A320,,,,,,,,,,,,,,,,,,2025-05-16 04:28Z,2025-05-16 06:28+02:00,2025-05-16 04:28Z,2025-05-16 06:28+02:00,,,2025-05-16 04:28Z,2025-05-16 06:28+02:00,,,,,27,"Basic,Live",Unknown,,,,,,,,,,,,,,,,,,,,,,,
departure,EN 8763,DLA4CH,Departed,IsOperator,False,Air Dolomiti,EN,DLA,I-ADJT,300564,Embraer 195,,,,,,,,,,,,,,,,,,2025-05-16 04:20Z,2025-05-16 06:20+02:00,2025-05-16 04:30Z,2025-05-16 06:30+02:00,,,2025-05-16 04:30Z,2025-05-16 06:30+02:00,,,,,27,"Basic,Live",Frankfurt-am-Main,FRA,EDDF,,,,,,,Europe/Berlin,2025-05-16 06:00Z,2025-05-16 08:00+02:00,2025-05-16 05:53Z,2025-05-16 07:53+02:00,,,,,1,,A2,,,"Basic,Live"
departure,AMQ 538,AMQ538,Departed,IsOperator,False,AMQ,,,LZ-EAF,45213E,Airbus A320,,,,,,,,,,,,,,,,,,2025-05-16 05:04Z,2025-05-16 07:04+02:00,2025-05-16 05:04Z,2025-05-16 07:04+02:00,,,2025-05-16 05:04Z,2025-05-16 07:04+02:00,,,,,27,"Basic,Live",Gran Canaria Island,LPA,GCLP,,,,,,,Atlantic/Canary,2025-05-16 10:15Z,2025-05-16 11:15+01:00,2025-05-16 10:00Z,2025-05-16 11:00+01:00,,,,,1,,,,,"Basic,Live"
departure,W6 1281,WZZ96BJ,Departed,IsOperator,False,Wizz Air,W6,WZZ,HA-LVE,471F32,Airbus A321,,,,,,,,,,,,,,,,,,2025-05-16 04:00Z,2025-05-16 06:00+02:00,2025-05-16 05:15Z,2025-05-16 07:15+02:00,,,2025-05-16 05:15Z,2025-05-16 07:15+02:00,A,,,,27,"Basic,Live",Kutaisi,KUT,UGKO,,,,,,,Asia/Tbilisi,2025-05-16 07:15Z,2025-05-16 11:15+04:00,,,,,,,,,,,,Basic
departure,3V 4463,TAY4463,Departed,IsOperator,False,ASL Airlines Belgium,3V,TAY,OE-IXA,440B61,Boeing 737-800,,,,,,,,,,,,,,,,,,2025-05-16 05:31Z,2025-05-16 07:31+02:00,2025-05-16 05:31Z,2025-05-16 07:31+02:00,,,2025-05-16 05:31Z,2025-05-16 07:31+02:00,,,,,27,"Basic,Live",Unknown,,,,,,,,,,,,,,,,,,,,,,,
