flight_number,call_sign,status,airline_name,airline_iata,airline_icao,aircraft_reg,aircraft_model,departure_airport_name,departure_airport_iata,departure_airport_icao,departure_timezone,departure_datetime,departure_datetime_revised,arrival_airport_name,arrival_airport_iata,arrival_airport_icao,arrival_timezone,arrival_datetime,arrival_datetime_revised
LO 3904,LOT3904,Departed,LOT - Polish,LO,LOT,SP-LIM,Embraer 175,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 06:50:00,2025-05-05 06:50:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-05 07:40:00,2025-05-05 07:30:00
AY 1162,FIN9DZ,Departed,Finnair,AY,FIN,OH-LVI,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 06:55:00,2025-05-05 06:55:00,Helsinki,HEL,EFHK,Europe/Helsinki,2025-05-05 08:50:00,2025-05-05 08:47:00
FR 42,RYR29VA,Departed,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 07:05:00,2025-05-05 07:05:00,Eindhoven,EIN,EHEH,Europe/Amsterdam,2025-05-05 09:00:00,2025-05-05 08:46:00
JU 157,ASL157,Departed,Air Serbia,JU,ASL,YU-ALZ,ATR 72,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 07:10:00,2025-05-05 07:10:00,Belgrade,BEG,LYBE,Europe/Belgrade,2025-05-05 09:00:00,2025-05-05 08:49:00
D8 3806,NSZ3806,Departed,Norwegian Air Sweden,D8,NSZ,LN-NIQ,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 07:10:00,2025-05-05 07:10:00,Stockholm,ARN,ESSA,Europe/Stockholm,2025-05-05 09:00:00,2025-05-05 08:48:00
LX 1371,SWR4QZ,Departed,SWISS,LX,SWR,HB-JCU,Airbus A220-300,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 07:25:00,2025-05-05 07:25:00,Zurich,ZRH,LSZH,Europe/Zurich,2025-05-05 09:10:00,2025-05-05 09:03:00
FR 5533,RYR5DD,Departed,Ryanair,FR,RYR,EI-IJS,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 07:35:00,2025-05-05 07:35:00,Brussels,CRL,EBCI,Europe/Brussels,2025-05-05 09:35:00,2025-05-05 09:27:00
LH 1621,DLH3CJ,Departed,Lufthansa,LH,DLH,D-ACNH,Canadair CRJ 900NG,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 07:35:00,2025-05-05 07:35:00,Munich,MUC,EDDM,Europe/Berlin,2025-05-05 08:55:00,2025-05-05 08:50:00
FR 6359,RYR15QT,Departed,Ryanair,FR,RYR,9H-QDG,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 07:40:00,2025-05-05 07:40:00,Liverpool,LPL,EGGP,Europe/London,2025-05-05 10:25:00,2025-05-05 10:11:00
SK 1736,SAS69B,Departed,SAS,SK,SAS,SE-RSX,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 08:10:00,2025-05-05 08:10:00,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-05 09:40:00,2025-05-05 09:35:00
FR 6625,RYR29HK,Departed,Ryanair,FR,RYR,EI-DCM,Boeing 737,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 08:15:00,2025-05-05 08:15:00,Edinburgh,EDI,EGPH,Europe/London,2025-05-05 11:05:00,2025-05-05 10:59:00
FR 8672,RYR39HH,Departed,Ryanair,FR,RYR,SP-RKP,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 08:15:00,2025-05-05 08:15:00,Girona,GRO,LEGE,Europe/Madrid,2025-05-05 10:55:00,2025-05-05 11:02:00
FR 4426,RYR1YC,Departed,Ryanair,FR,RYR,SP-RSD,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 08:25:00,2025-05-05 08:25:00,Cagliari,CAG,LIEE,Europe/Rome,2025-05-05 10:50:00,
FR 6231,RYR29WH,Arrived,Ryanair,FR,RYR,SP-RKP,Boeing 737-800,Goleniów,SZZ,EPSC,Europe/Warsaw,2025-05-04 07:40:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 08:45:00,2025-05-05 10:04:00
FR 82,RYR81NE,Arrived,Ryanair,FR,RYR,EI-HAX,Boeing 737-800,Roma,CIA,LIRA,Europe/Rome,2025-05-04 08:45:00,2025-05-04 08:45:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 10:40:00,2025-05-05 10:10:00
BA 872,BAW12P,Arrived,British,BA,BAW,G-DBCF,Airbus A319,London,LHR,EGLL,Europe/London,2025-05-04 07:55:00,2025-05-04 08:11:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 10:20:00,2025-05-05 10:16:00
W6 2052,WZZ124,Arrived,Wizz Air,W6,WZZ,9H-WDX,Airbus A320,Larnarca,LCA,LCLK,Asia/Nicosia,2025-05-04 07:15:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 10:45:00,2025-05-05 10:19:00
G9 730,ABY730,Arrived,Air Arabia,G9,ABY,A6-AOM,Airbus A320,Sharjah,SHJ,OMSJ,Asia/Dubai,2025-05-04 04:55:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 10:55:00,2025-05-05 10:30:00
FR 5916,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Dubrovnik,DBV,LDDU,Europe/Zagreb,2025-05-04 08:55:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 10:35:00,2025-05-05 10:33:00
LO 140,LOT140,Arrived,LOT - Polish,LO,LOT,SP-LWD,Boeing 737,Istanbul,IST,LTFM,Europe/Istanbul,2025-05-04 08:25:00,2025-05-04 08:25:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 10:40:00,2025-05-05 10:36:00
RK 9556,RUK17EJ,Arrived,Ryanair UK,RK,RUK,G-RUKC,Boeing 737-800,Belfast,BFS,EGAA,Europe/London,2025-05-04 08:25:00,2025-05-04 08:37:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 11:10:00,2025-05-05 11:03:00
U2 8821,EZY48UK,Arrived,easyJet,U2,EZY,G-EZDF,Airbus A319,London,LGW,EGKK,Europe/London,2025-05-04 09:15:00,2025-05-04 09:35:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 11:45:00,2025-05-05 11:26:00
LX 1372,SWR815Q,Arrived,SWISS,LX,SWR,HB-AZI,Embraer 195,Zurich,ZRH,LSZH,Europe/Zurich,2025-05-04 10:10:00,2025-05-04 10:41:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 11:50:00,2025-05-05 11:55:00
FR 3038,RYR23CT,Arrived,Ryanair,FR,RYR,SP-RZO,Boeing 737-800,Treviso,TSF,LIPH,Europe/Rome,2025-05-04 10:40:00,2025-05-04 11:08:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 12:15:00,2025-05-05 12:17:00
FR 2175,RYR8TH,Arrived,Ryanair,FR,RYR,SP-RZF,Boeing 737-800,Memmingen,FMM,EDJA,Europe/Berlin,2025-05-04 10:55:00,2025-05-04 11:14:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 12:30:00,2025-05-05 12:21:00
FR 7274,RYR83CJ,Arrived,Ryanair,FR,RYR,SP-RZI,Airbus A320,Zadar,ZAD,LDZD,Europe/Zagreb,2025-05-04 11:20:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 12:55:00,2025-05-05 12:36:00
W6 2098,WZZ60,Arrived,Wizz Air,W6,WZZ,9H-WNJ,Airbus A320,Tel Aviv Yafo,TLV,LLBG,Asia/Jerusalem,2025-05-04 08:10:00,2025-05-04 09:27:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 12:00:00,2025-05-05 12:45:00
E4 7030,ENT7030,Arrived,Enter Air,E4,ENT,SP-EXI,Boeing 737 MAX 8,Antalya,AYT,LTAI,Europe/Istanbul,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 14:20:00,2025-05-05 13:55:00
FR 6360,RYR29PY,Arrived,Ryanair,FR,RYR,EI-EST,Boeing 737-800,Liverpool,LPL,EGGP,Europe/London,2025-05-04 11:55:00,2025-05-04 12:03:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 14:25:00,2025-05-05 14:09:00
FR 5905,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Torino,TRN,LIMF,Europe/Rome,2025-05-04 12:55:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 14:45:00,2025-05-05 14:51:00
FR 7227,,Arrived,Ryanair,FR,RYR,,Boeing 737-800,Thessaloniki,SKG,LGTS,Europe/Athens,2025-05-04 13:05:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 15:05:00,2025-05-05 14:59:00
FH 759,FHY759,Arrived,Freebird,FH,FHY,TC-FHM,Airbus A320,Antalya,AYT,LTAI,Europe/Istanbul,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 15:10:00,2025-05-05 15:09:00
FR 7041,RYR7041,Arrived,Ryanair,FR,RYR,SP-RNK,Boeing 737-800,Rodes Island,RHO,LGRP,Europe/Athens,2025-05-04 12:20:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 15:10:00,2025-05-05 15:21:00
W6 2076,WZZ3BN,Arrived,Wizz Air,W6,WZZ,9H-WDT,Airbus A320,Eindhoven,EIN,EHEH,Europe/Amsterdam,2025-05-04 13:25:00,2025-05-04 14:05:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 15:15:00,2025-05-05 15:29:00
PC 1502,PGT7EG,Arrived,Pegasus,PC,PGT,TC-NCT,Airbus A320,Antalya,AYT,LTAI,Europe/Istanbul,2025-05-04 13:10:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 16:05:00,2025-05-05 15:54:00
FR 3798,RYR71KD,Arrived,Ryanair,FR,RYR,SP-RZK,Boeing 737,Bologna,BLQ,LIPE,Europe/Rome,2025-05-04 12:35:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 14:20:00,2025-05-05 16:04:00
FR 7939,RYR7939,Arrived,Ryanair,FR,RYR,EI-DHD,Boeing 737-800,Pisa,PSA,LIRP,Europe/Rome,2025-05-04 15:00:00,2025-05-04 15:22:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 16:55:00,2025-05-05 16:43:00
JU 158,ASL158,Arrived,Air Serbia,JU,ASL,YU-ALY,ATR 72,Belgrade,BEG,LYBE,Europe/Belgrade,2025-05-04 15:50:00,2025-05-04 15:57:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 17:50:00,2025-05-05 17:25:00
FR 1813,RYR98YT,Arrived,Ryanair,FR,RYR,9H-VVH,Boeing 737,London,LTN,EGGW,Europe/London,2025-05-04 15:20:00,2025-05-04 15:20:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 17:40:00,2025-05-05 17:34:00
FR 3698,RYR32UE,Arrived,Ryanair,FR,RYR,SP-RZO,Boeing 737,Beauvais/Tillé,BVA,LFOB,Europe/Paris,2025-05-04 15:40:00,2025-05-04 15:58:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 17:50:00,2025-05-05 17:45:00
FR 1470,RYR6XZ,Arrived,Ryanair,FR,RYR,9H-QDM,Boeing 737,Roma,CIA,LIRA,Europe/Rome,2025-05-04 15:10:00,2025-05-04 16:25:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 17:05:00,2025-05-05 17:49:00
FR 2725,RYR19CG,Arrived,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-04 16:40:00,2025-05-04 16:40:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 18:15:00,2025-05-05 18:16:00
DY 1038,NOZ3FC,Arrived,Norwegian Air Shuttle,DY,NOZ,LN-ENS,Boeing 737-800,Trondheim,TRD,ENVA,Europe/Oslo,2025-05-04 16:15:00,2025-05-04 16:23:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 18:40:00,2025-05-05 18:35:00
FR 947,RYR64VX,Arrived,Ryanair,FR,RYR,SP-RSR,Boeing 737-800,Vienna,VIE,LOWW,Europe/Vienna,2025-05-04 17:50:00,2025-05-04 18:09:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 18:55:00,2025-05-05 18:47:00
RK 2141,RUK2393,Arrived,Ryanair UK,RK,RUK,G-RUKC,Boeing 737-800,Manchester,MAN,EGCC,Europe/London,2025-05-04 16:20:00,2025-05-04 16:53:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 18:50:00,2025-05-05 19:09:00
FR 4635,RYR3Q,Arrived,Ryanair,FR,RYR,9H-VUU,Boeing 737,Stockholm,ARN,ESSA,Europe/Stockholm,2025-05-04 17:50:00,2025-05-04 17:59:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 19:45:00,2025-05-05 19:38:00
D8 3562,NSZ3562,Arrived,Norwegian Air Sweden,D8,NSZ,LN-NIQ,Boeing 737-800,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-04 18:30:00,2025-05-04 18:30:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 20:00:00,2025-05-05 19:44:00
FR 4511,RYR97EU,Arrived,Ryanair,FR,RYR,SP-RZH,Boeing 737,Palma De Mallorca,PMI,LEPA,Europe/Madrid,2025-05-04 16:45:00,2025-05-04 17:27:00,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 19:35:00,2025-05-05 19:59:00
FR 6963,RYR244L,Arrived,Ryanair,FR,RYR,SP-RZP,Boeing 737 MAX 8,Kerkyra Island,CFU,LGKR,Europe/Athens,2025-05-04 19:10:00,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 21:15:00,2025-05-05 21:10:00
FR 2722,RYR552A,Departed,Ryanair,FR,RYR,SP-RZK,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 09:15:00,2025-05-05 09:15:00,Bari,BRI,LIBD,Europe/Rome,2025-05-05 11:10:00,
FR 2839,RYR25UG,Departed,Ryanair,FR,RYR,EI-IHM,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 09:20:00,2025-05-05 09:20:00,Faro,FAO,LPFR,Europe/Lisbon,2025-05-05 13:20:00,2025-05-05 13:24:00
FR 7115,RYR23QU,Departed,Ryanair,FR,RYR,SP-RZH,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 09:20:00,2025-05-05 09:20:00,Luqa,MLA,LMML,Europe/Malta,2025-05-05 12:00:00,
FR 3716,RYR93XJ,Departed,Ryanair,FR,RYR,SP-RZP,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 09:30:00,2025-05-05 09:30:00,Burgas,BOJ,LBBG,Europe/Sofia,2025-05-05 11:25:00,
FR 7933,,Departed,Ryanair,FR,RYR,,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 09:30:00,2025-05-05 09:30:00,Podgorica,TGD,LYPG,Europe/Podgorica,2025-05-05 11:10:00,2025-05-05 11:10:00
W6 2093,WZZ903N,Departed,Wizz Air,W6,WZZ,9H-WNN,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 09:35:00,2025-05-05 09:35:00,Abu Dhabi Island and Internal Islands City,AUH,OMAA,Asia/Dubai,2025-05-05 15:15:00,
KL 1324,KLM78B,Departed,KLM,KL,KLM,PH-NXT,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 09:50:00,2025-05-05 09:50:00,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-05 11:50:00,2025-05-05 12:51:00
AF 1879,AFR78PF,Departed,Air France,AF,AFR,F-HBLN,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:00:00,2025-05-05 10:00:00,Paris,CDG,LFPG,Europe/Paris,2025-05-05 12:20:00,2025-05-05 12:11:00
AF 1879,AFR78PF,Departed,Air France,AF,AFR,F-HBLN,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:00:00,2025-05-05 10:00:00,Paris,CDG,LFPG,Europe/Paris,2025-05-05 12:20:00,2025-05-05 12:11:00
LO 3908,LOT3908,Departed,LOT - Polish,LO,LOT,SP-LIC,Embraer 175,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:15:00,2025-05-05 10:15:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-05 11:10:00,2025-05-05 11:15:00
SN 2548,BEL4CR,Departed,Brussels,SN,BEL,OO-SNH,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:20:00,2025-05-05 10:20:00,Brussels,BRU,EBBR,Europe/Brussels,2025-05-05 12:15:00,2025-05-05 12:46:00
DY 1041,NOZ4TL,Departed,Norwegian Air Shuttle,DY,NOZ,LN-ENO,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:25:00,2025-05-05 10:25:00,Oslo,OSL,ENGM,Europe/Oslo,2025-05-05 12:30:00,2025-05-05 12:27:00
AY 1166,FIN6KV,Departed,Finnair,AY,FIN,OH-LKM,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:25:00,2025-05-05 10:25:00,Helsinki,HEL,EFHK,Europe/Helsinki,2025-05-05 12:15:00,2025-05-05 13:16:00
U2 2264,EZY42YH,Departed,easyJet,U2,EZY,G-UZEE,Airbus A320 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:30:00,2025-05-05 10:30:00,Manchester,MAN,EGCC,Europe/London,2025-05-05 13:10:00,2025-05-05 13:18:00
EW 2735,EWG42M,Departed,Eurowings,EW,EWG,D-AGWK,Airbus A319,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:30:00,2025-05-05 10:30:00,Stuttgart,STR,EDDS,Europe/Berlin,2025-05-05 12:05:00,2025-05-05 12:12:00
FR 5906,RYR3NN,Departed,Ryanair,FR,RYR,SP-RKP,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-04 09:55:00,2025-05-05 10:30:00,Torino,TRN,LIMF,Europe/Rome,,
FR 3435,RYR90WR,Departed,Ryanair,FR,RYR,EI-DWD,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:40:00,2025-05-05 10:40:00,Beauvais/Tillé,BVA,LFOB,Europe/Paris,2025-05-05 12:55:00,2025-05-05 13:18:00
W6 2067,WZZ542,Departed,Wizz Air,W6,WZZ,9H-WDT,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:45:00,2025-05-05 10:45:00,Milan,MXP,LIMC,Europe/Rome,2025-05-05 12:40:00,2025-05-05 12:43:00
FR 3051,RYR7TT,Departed,Ryanair,FR,RYR,SP-RZB,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:45:00,2025-05-05 10:45:00,Souda,CHQ,LGSA,Europe/Athens,2025-05-05 13:20:00,
FZ 1788,FDB1788,Departed,flydubai,FZ,FDB,A6-FMP,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:50:00,2025-05-05 10:50:00,Dubai,DXB,OMDB,Asia/Dubai,2025-05-05 16:30:00,
FR 1466,RYR135A,Departed,Ryanair,FR,RYR,EI-EGC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 10:50:00,2025-05-05 10:50:00,Birmingham,BHX,EGBB,Europe/London,2025-05-05 13:25:00,2025-05-05 13:25:00
W6 2051,WZZ1YD,Departed,Wizz Air,W6,WZZ,9H-WDX,Airbus A321 NEO,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 11:00:00,2025-05-05 11:00:00,Larnarca,LCA,LCLK,Asia/Nicosia,2025-05-05 14:10:00,
DY 1029,NOZ29W,Departed,Norwegian Air Shuttle,DY,NOZ,LN-NIG,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 11:00:00,2025-05-05 11:00:00,Bergen,BGO,ENBR,Europe/Oslo,2025-05-05 13:20:00,2025-05-05 13:19:00
LH 1365,DLH9KL,Departed,Lufthansa,LH,DLH,D-AIZI,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 11:05:00,2025-05-05 11:05:00,Frankfurt-am-Main,FRA,EDDF,Europe/Berlin,2025-05-05 12:45:00,2025-05-05 12:55:00
W6 2033,,Departed,Wizz Air,W6,WZZ,,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 11:25:00,2025-05-05 11:25:00,Oslo,OSL,ENGM,Europe/Oslo,2025-05-05 13:20:00,2025-05-05 13:35:00
LH 1623,DLH7JL,Departed,Lufthansa,LH,DLH,D-AISB,Airbus A321,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 11:25:00,2025-05-05 11:25:00,Munich,MUC,EDDM,Europe/Berlin,2025-05-05 12:45:00,2025-05-05 12:45:00
LG 5742,LGL542K,Departed,Luxair,LG,LGL,LX-LQJ,De Havilland Canada DHC-8-400 Dash 8Q,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 11:35:00,2025-05-05 11:35:00,Luxembourg,LUX,ELLX,Europe/Luxembourg,2025-05-05 13:45:00,2025-05-05 13:48:00
FR 2726,RYR57KA,Departed,Ryanair,FR,RYR,SP-RZO,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 11:45:00,2025-05-05 11:45:00,Catania,CTA,LICC,Europe/Rome,2025-05-05 14:15:00,2025-05-05 14:19:00
FR 3799,RYR3FC,Departed,Ryanair,FR,RYR,9H-QDQ,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 11:55:00,2025-05-05 11:55:00,Bologna,BLQ,LIPE,Europe/Rome,2025-05-05 13:30:00,2025-05-05 13:32:00
D8 3563,NSZ3563,Departed,Norwegian Air Sweden,D8,NSZ,LN-NIQ,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 12:00:00,2025-05-05 12:00:00,Copenhagen,CPH,EKCH,Europe/Copenhagen,2025-05-05 13:30:00,2025-05-05 13:23:00
KL 1326,KLM44C,Departed,KLM,KL,KLM,PH-EZL,Embraer 190,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 12:00:00,2025-05-05 12:00:00,Amsterdam,AMS,EHAM,Europe/Amsterdam,2025-05-05 14:00:00,2025-05-05 14:44:00
FR 8402,RYR66CN,Departed,Ryanair,FR,RYR,SP-RKC,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 12:05:00,2025-05-05 12:05:00,Tirana,TIA,LATI,Europe/Tirane,2025-05-05 13:55:00,
U2 2938,EZY86AD,Departed,easyJet,U2,EZY,G-EZUI,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 12:10:00,2025-05-05 12:10:00,Bristol,BRS,EGGD,Europe/London,2025-05-05 14:55:00,2025-05-05 14:39:00
SPKMA,SPKMA,Departed,SPKMA,,,,,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 12:14:00,2025-05-05 12:14:00,,,,,,
OS 598,AUA598,Departed,Austrian,OS,AUA,SE-MKF,ATR 72,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 12:40:00,2025-05-05 12:40:00,Vienna,VIE,LOWW,Europe/Vienna,2025-05-05 13:50:00,2025-05-05 14:22:00
FR 5519,RYR66VA,Departed,Ryanair,FR,RYR,9H-VUE,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 12:45:00,2025-05-05 12:45:00,Bristol,BRS,EGGD,Europe/London,2025-05-05 15:20:00,2025-05-05 15:09:00
FR 3047,RYR911M,Departed,Ryanair,FR,RYR,SP-RZI,Boeing 737 MAX 8,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 12:50:00,2025-05-05 12:50:00,Porto,OPO,LPPR,Europe/Lisbon,2025-05-05 16:30:00,2025-05-05 16:19:00
FR 5428,RYR5428,Departed,Ryanair,FR,RYR,SP-RNF,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 12:55:00,2025-05-05 12:55:00,Riga,RIX,EVRA,Europe/Riga,2025-05-05 14:30:00,2025-05-05 14:09:00
LO 3906,LOT6YM,Departed,LOT - Polish,LO,LOT,SP-LEC,Embraer 195,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 12:55:00,2025-05-05 12:55:00,Warsaw,WAW,EPWA,Europe/Warsaw,2025-05-05 13:45:00,2025-05-05 13:45:00
EW 9733,EWG5PA,Departed,Eurowings,EW,EWG,9H-SWC,Airbus A320,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 13:15:00,2025-05-05 13:15:00,Düsseldorf,DUS,EDDL,Europe/Berlin,2025-05-05 15:00:00,2025-05-05 15:04:00
FR 1812,RYR994W,Departed,Ryanair,FR,RYR,9H-QBQ,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 13:35:00,2025-05-05 13:35:00,London,LTN,EGGW,Europe/London,2025-05-05 16:05:00,2025-05-05 16:05:00
PC 1748,PGT4KK,Departed,Pegasus,PC,PGT,TC-NBE,Airbus A321 (Sharklets),Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 13:40:00,2025-05-05 13:40:00,Ankara,ESB,LTAC,Europe/Istanbul,2025-05-05 16:05:00,2025-05-05 16:06:00
FR 5412,RYR4XG,Departed,Ryanair,FR,RYR,EI-DPF,Boeing 737-800,Kraków,KRK,EPKK,Europe/Warsaw,2025-05-05 14:10:00,2025-05-05 14:10:00,Marseille,MRS,LFML,Europe/Paris,2025-05-05 16:40:00,2025-05-05 16:19:00
